a:,a:
optical disk,قُرْصٌ ضَوْئِيّ
optical reader,قَارِئَةٌ ضَوْئِيَّة
optical scanner,مِفْرَاسٌ ضَوْئيّ
optimization,أَمْثلَة
option,خِيَار
option case,خَانَةُ الْخِيارَات
organization chart,رُسَامَة تَنْظِيمِيَّةٌ
output,خَرْج
output device,جِهاز إخراج
output port,بَوَّابَةُ الْخَرْج
output process,اسْتِخْرَاج
overhead projector,عَارِضَةٌ عَاكِسَة
overlay,إِطْبَاق
pack,كَبَسَ
package,بَرْمَجِيَّةٌ جَاهِزَة
packet,حُزْمَة
packet internet groper (PING),رَائزُ حُزَمِ إِنْتِرْنيت
packet switched,شَبَكَةُ تَبْدِيل بِالْحُزَم
packet switching network,شَبَكَةُ تَبْدِيل بِالْحُزَم
page,صَفْحَة
page frame,إِطَارُ صَفْحَة
page header,عُنْيَانُ صَفْحَة
pages per minute (PPM),صَفَحَات فِي الدَّقِيقَة
paging,تَصْفِيح
paper feed,تَمْرِير الوَرَق
paper feed control,تَحَكُّمٌ فِي تَمْرِيرِ الْوَرَق
paper jam,تَكَدُّسُ الْوَرَق
paper weight,وَزْنِيَّةُ الْوَرَق
parallel port,بَوَّابَةٌ متَُوَازِية
parallel printer,طَابِعَةٌ بِالتَّوَازِي
parallel processing,مُعَالَجَةٌ بِالتَّوَازِي
parallel running,تَشْغِيلٌٌ بِالتَّوَازِي
parent directory,مَصْنَفَةٌ أَصْلٌ
partition,تَجْزِئَة
partition virus,فَيْرُوسُ التَّجْزِئَة
password,كَلِمَةُ السِّرّ
paste,لَصْق
patch,مُصَحِّحٌ
patch plug,قَابِس وَصْل
path,سَبِيل
pathname,سَبِيل تَامّ لِلْوُلُوج
pattern,نَمُوذَج
pattern recognition,تَعَرُّفٌ عَلَى الأشْكَال
pecker,مُلْتَقِط
performance,إِنْجَاز
performance/cost ratio,نِسْبَةُ الإِنْجَاز إِلَى الثَّمَن
peripheral device,جِهاز طَرفي
personal computer,حَاسُوبٌ شَخْصِيّ
phone dialer,مُرَكِّبُ الأَرْقَام الْهَاتِفِيَّة
pick,انْتَقَى
pixel,بِكْسِيل
place recovery,اسْتِرْجَاعُ مَكَان
platform,أَرْضِيَّة
plotting table,طَاوُلَةٌ رَاسِمَة
plug and play,قَبْس وَتَشْغِيل
plug-in board,بِطَاقَةٌ قَابِلَة لِلْقَبْس
point of presence (PoP),نُقْطَةُ الوَصْلِ
point-to-point protocol,بُرُوتُوكُولُ وصْل نُقْطَة بِنُقْطَة
poll,اسْتِفْتَاء
polymorphous virus,فَيْرُوسٌ مُتَعَدِّدُ الأشْكَال
pop-down menu,قَائِمَةُ خِيَارَاتٍ مُنْسَدِلَة
port,بَوَّابَة
portability,نَقُولِيَّة
postfix,لاحِقَة
post office protocol (POP),بُرُوتُوكُولُ البَرِيد الإلكْتْرُونيّ
preset,اسْتَفْتَحَ
preventive maintenance,صِيَانَةٌ وِقَائِيَّة
preview,رَأَّى
preview,مُشَاهَدَةٌ مُسْبَقَة
print,طَبْع
printed circuit,دارَة مَطْبوعَة
printer,طَابِعَة
printer ribbon,سَفِيفَةُ طَابِعَةٍ
print head,رَأسُ الطَّبْع
printing pin,إِبْرَةُ الطَّبْع
printing rate,سُرْعَةُ الطَّبْع
printout,إِخْرَاجٌ عَلَى الطَّابِعَةِ
print out,طَبَعَ
priority,أَوْلَوِيَّة
privacy,خُصُوصِيَّة
privacy-enhanced mail (PEM),بَرِيدٌ مُدَعَّمُ السِّرّيَّة
process chart,رُسَامَة إجْرَاءات
processing,مُعَالَجَة
processor,مُعَالِج
processor structure,بِنْيَةُ الْمُعَالِج
program,بَرنَامَج
programmer,مُبَرْمِج
prompt,دَعْوَة
protocol,بُرُوتُوكُول
prototype,نَمُوذَج أوَّلِيّ
provider,مُزَوِّدُ خَدَمَاتِ إِنْتِرْنِيت
pull-up menu,قَائِمَةُ خِيَارَاتٍ صَاعِدَة
pushbutton,زِرٌّ دَفْعِيّ
qualimetry,قِيَاسُ الْجَوْدَة
query,مُسَاءَلَة
query language,لُغَة المسَاءَلَة
queue,صَفُّ الانْتِظَار
quick and dirty,سَرِيعٌ وَردِيء
quicktime (QT),بُرْهَة
quit,مُغَادَرَة
ramdisk,قُرْصٌ افْتِرَاضيّ
random access,وُلوج عَشْوائِيّ
random access memory (RAM),ذَاكِرَةٌ انْتِقَائِيَّة
read,قِرَاءَة
reader indicator,مُؤَشِّرُ قَارِئَة
read error,غَلَطٌ فِي الْقِرَاءة
read head,رَأْسُ الْقِرَاءَة
read instruction,تَعْلِيمَةُ الْقِرَاءَة
readme,اقْرَأْنِي
read/write head,رَأْسُ الْقِرَاءَةِ والْكِتَابَة
read/write (R/W),قِرَاءَةٌ/كِتَابَةٌ
real time clock (RTC),وَقَّاتَة في الوَقْت الحَقِيقِيّ
real time control,تَحَكُّم في الوَقْت الْفِعْلِيّ
real time execution,تَنْفِيذٌ فِي الوَقْتِ الْفِعْلِيّ
real time input,إِدْخَالٌ حَسَبَ الزّمَن الفعليّ
real time output,خَرْجٌ في الوَقْتِ الْحَقِيقِيّ
real time processing,مُعَالَجَةٌ حَسَبَ الْوَقْتِ الْفِعْلِيّ
recall,إعَادَةُ نِدَاء
receiver,مُسْتَقْبِل
reception,اسْتِقْبَال
recognition,تَعَرُّف
reconfiguration,إِعَادَةُ تَشْكِيل
record,تَسْجِيلَة
record locking,إِزْلاجُ تَسْجِيلَة
recover,اسْتِردَاد
recursive process,سَيْرُورَة تَرَاجُّعِيّة
red book,كِتَابٌ أَحْمَر
redo,إعادَة
reduction,تَقْلِيص
redundancy,حَشْو
redundant,حَشْوِيّ
reference,مَرْجِع
reference symbol,رَمْزٌ مَرْجِعِيّ
relation,عَلاقَةٌ
relational,عَلائِقِيّ
relational data base,قَاعِدَةُ الْمُعْطَيَاتِ العلائقية
release,إصْدَار
reliability,وُثُوقِيَّة
reliable,ثِقَة
remote,عَنْ بُعْد
remote access,وُلُوج بُعْدِيّ
remote access service,خِدْمَةُ وُلُوج ٍ بُعْدِيّ
remote computing,حَوْسَبَة عَنْ بُعْد
remote connection,وَصْلٌ عَنْ بُعْد
remote control,تَحَكُّمٌ عَنْ بُعْد
remote maintenance,صيانةٌ عَنْ بُعْد
remote processing,مُعَالَجَةٌ عَنْ بُعد
remote server,خَادمٌ عن بُعْد
remote terminal,مِطْرَافٌ بَعِيد
rename,تَغْيِيرُ الاسْم
repertory,مَصْنَفَة
replace,تَعْوِيض
report,تَقْرِير
request,طَلَبٌ
request for comments (RFC),طَلَب تَعْلِيق
request for discussion (RFD),طَلَبُ مُنَاقَشَة
requirements,مُتَطَلَّبَات
research,بَحْث
reserved word,كَلِمَةٌ مُخَصَّصَة
reset,إعَادَةُ تَبْدِئَة
resolution,دِقَّة
resource,مَوْرِد
resource management,تَدْبِيرُ الْمَوَارِد
resource sharing,تَقَاسُمُ الْمَوَارِد
response,اسْتِجَابَة
response time,مُدَّة الاِسْتِجَابَة
restart,اسْتِئْنَاف
restitution,اسْتِرْجَاع
restoration,تَرْمِيم
retrieval,اسْتِرْجَاع
return,رُجُوعٌ
reverse address resolution protocol (RARP),بُرُوتُوكُول الْحَلِّ الْعَكْسِيّ للعَنَاوِين
right and left justification,ضَبط إِلَى الْيَمِينِ وَ إلى الْيَسَار
right justification,ضَبط إِلَى الْيَمِينِ
right shift,إِزَاحَةٌ إِلَى الْيَمِين
ring network,شَبَكَةٌ حَلْقِيَّةٌ
robot,عَاتُول
roll,تَمْرِير
root,جَذْر
round brackets,أَقْوَاس
router,مُفَرِّع
running,تَنْفِيذ
run time,مُدَّة التَّنْفِيذ
safeguard,حِفْظ
salvager,بَرْنَامَجُ الْحِفْظ
save,حِفْظ
scale,مِقْيَاس
scaling,تَأْطِير
scan,تَفَرُّس
scan code,شَفْرَةُ مَسْح
scanner,مِفْرَاس
scanning speed,سُرْعَةُ الْمَسْح
scheduled maintenance,صِيَانَة مُجَدْوَلَة
scheduler,مُجَدْول
scheduling,جَدْوَلَة
scheme,رَشَم
scratch,إِتْلاف
screen,شَاشَة
script file,مِلَفّ التَّعْلِيمَات
scroll,تَمْرِير
scrolling bar,شَرِيطُ تَمْرِير
search,بَحْث
search and replace,بَحْثٌ وَتَعْوِيض
search engine,مُحَرِّكُ بَحْث
search key,مِفْتَاحُ بَحْث
search time,مُدَّةُ بَحْث
sector,قِطَاع
seek,بَحْث
seek time,مُدَّةُ بَحْث
segment,شُدفَةٌ
segmentation,تَشْدِيف
selection,انْتِقَاء
semicolon,فَاصِلَة مَنْقُوطَة
send out,بَثّ
separator,فَاصِل
separator character,مِحْرَفُ الْفَصْل
sequential access,وُلُوجٌ تَسَلسُليّ
serial line internet protocol (SLIP),بُرُوتُوكُول الْخَطِّ التّسَلْسُلِيّ للإنْتِرْنِيت
serial port,بَوَّابَةٌ تَسَلْسُلِيَّة
serial transmission,إرْسَالٌ تَسَلْسُلِيّ
server,مُزَوِّد
server page,صَفْحَةُ الخَادِم
service,خِدْمَة
session,حِصَّة
set,مَجْمُوعَة
setting,ضَبْط
setting wizard,مُسَاعِد الإعْدَادَات
set-up,إِرْسَاء
shadow,ظِلّ
share,اقْتِسَام
shared data base,قَاعِدَةُ مُعْطَيَاتٍ مُشْتَرَكَةٌ
shared line,خَطٌّ مُشْتَرَك
shareware,بَرْمَجِيَّةٌ مُشْتَرَكَة
sheet,وَرَقَة
sheet feed,تَزْوِيدٌ بِالْوَرَق
shortcut,أَيْقُونَة اخْتِصَار
short message service (SMS),خِدْمَةُ الرَّسَائِلِ الْقَصِيرَة
shutdown,إيقَاف التَّشْغِيل
signing file,مِلَفّ تَوْقِيع
simple mail transfer protocol (SMTP),بُرُوتُوكُولٌ بَسِيط لِنَقْلِ الْبَرِيد
simultaneous processing,مُعَالَجَةٌ مُتَآنِيَّة
site,مَوْقِع
site web,مَوقِعُ وِيبْ
size,حَجْم
skip,تَخَطٍّ
slash,خَطٌّ مَائِل
slave,خَادِم
slave computer,حَاسُوبٌ مُسَخَّر
sleep mode,مِنْوَالُ رَاحَة
slotsoftware development kit,طَقْمُ تَطْوِيرِ الْبَرْمَجِيَّات
smiley,بَسْمَة
snail mail,بَرِيدُ الْحَلَزُون
software,بَرْمَجِيَّة
software development kit,طَقْمُ تَطْوِيرِ الْبَرْمَجِيَّات
software house,شَرِكَةُ بَرْمَجِيَّأت
software package,بَرْمَجِيَّةٌ جَاهِزَة
sort,فَرْز
sort algorithm,خَوَارِزْمِيِّةُ الْفَرْز
sort control field,حَقْلُ التَّحَكُّم فِي الْفَرْز
sorting method,طَرِيقَةُ الفَرْز
source,مَصْدَر
source code,شَفْرَةٌ مَصْدَر
source document,وَثِيقَةٌ مَصْدَرٌ
source program,بَرنَامَجٌ مَصْدَرٌ
space,فُسْحَة
special character,مِحْرَفٌ خَاصّ
specification,مُوَاصَفَة
speech processing,مُعَالَجَةُ الْكَلام
speech recognition,تَعَرُّفٌ عَلَى الْكَلام
speech synthesizer,مُوَلِّفُ الْكَلام
spellcheck,تَدْقِيقٌ إِمْلائِيّ
speller,مُدَقِّق إمْلائيّ
spooler,مُدَبِّرُ صَفِّ الانْتِظَار
spool (simultaneous peripheral operations on line),أسْبُول
spread sheet,مُجَدْول
square brackets,مَعْقُوفَتَان
stack safeguard,حِفْظٌ بِبَطَّارِيَّة
stand-alone system,نِظَامٌ مُسْتَقِلّ
standard,مُوَاصَفَة
standardization,تَنْمِيط
star,نَجْمَةٌ
star network,شَبَكَةٌ نَجْمِيَّة
start,انْطِلاق
start up,شُرُوع
statement,تَعْلِيمَة
station,مَحَطَّة
stop list,قَائِمَةُ كَلِمَاتٍ مُفْرَغَة
storage capacity,وُسْعُ التَّخْزِينِ
storage medium,وَسِيطُ تَخْزِين
store,تَخْزِين
stream,تدفُّق
streamer,دَفَّاقَةٌ
string,سِلْسِلَة
structure,بِنْيَة
structured query language (SQL),لُغَةُ مُسَاءَلَةٍ مُبَنيَنَة
subdirectory,مَصْنَفَة ٌ فَرْعِيَّة
subnet,شُبَيْكَة
subscriber,مُشْتَرِك
subscription,اشْتِرَاك
subscription file,مِلَفّ الاشْتِرَاك
suffix,لاحِقَة
summary,مُلَخَّص
supervisor,مُدَبِّر
supplier,مُزَوِّد
support,سِنَاد
suppression,حَذْفٌ
surf,إٍبْحَار
swap file,مِلَفُّ تبْدِيل
swapping,تَبْدِيلَة
switch,مُبَدِّل
syllabe,مَقْطَع
synchronization,تَزَامُن
synchronous transmission,إرْسَالٌ مُتَزامِنٌ
synonym dictionary,قَامُوسُ الْمُرَادِفَات
syntax,تَرْكِيب
system,نِظَامٌ
system crash,تَوَقُّفٌ طَارِئٌ لِلنِّظَامِ
system documentation,وَثَائِقُ نِظَام
system program,بَرْنَامَج نِظَام
systems analyst,مُحَلِّل أنْظِمَة
system shutdown,إيقَاف تَشْغِيل النِّظَام
table,جَدْوَلٌ
table of contents,جَدْوَلُ الْمُحْتَوَيَات
tabulation,جَدْوَلَة
tag,مَعْلَمٌ
tape backup,حِفْظُ فِي شَرِيط
tape reader,قَارِئَةُ الأشْرِطَة
target,هَدَفٌ
targeting,تَوَجُّه
task,مُهِمَّة
taskbar  icon,أَيْقُونَة شَريط الْمُهِمَّات
teachware,بَرْمَجِيَّةٌ تَعْلِيمِيَّة
technical manual,كُتَيِّب تِقْنِيّ
technology,تِقَانَة
telecommunication,اتِّصَالٌ بُعْدِيٌّ
telecomputing,حَاسُوبِيَّات بُعْدِيَّة
teleconference,مُحَاوَرَةٌ بُعْدِيَّة
telecopier,نَاسُوخ
telefax,نَسْخٌ عَن بُعد
teleinformatics,حَاسُوبِيَّات بُعْدِيَّة
telematics,حَاسُوبِيَّات بُعْدِيَّة
teleprocessing,مُعَالَجَةٌ عَنْ بُعد
teletype,طَابِعَةٌ بُعْدِيَّة
terminal,مِطْرَاف
test,فَحْص
test data,مُعْطَيَاتُ رَوْز
test data set,مَجْمُوعَة مُعْطَيَات لِلْفَحْص
text,نَصّ
text file,مِلَفّ نَصِّيٌّ
text processing,مُعَالَجَةُ النُّصُوص
textual,نَصيّ (ملف)
thermal printer,طَابِعَةٌ حَرَارِيَّة
thesaurus,مَكْنَزٌ
three-dimensional scanner,مِفْرَاسٌ ثُلاثِيُّ الأبْعَاد
threshold,عَتَبَة
throughput,صَبِيب
tilde,تِلْدَة
time-out,تَمْهِيلٌ
timer,وَقَّاتَة
time sharing,تَقَاسُم الْوَقْت
T network,شَبَكَةٌ عَلَى شَكْل الْحَرْف اللاتيني 'تي'
tool,أَدَاةٌ
toolbar,شَرِيطُ أدَوَات
toolbox,عُلْبَةُ أَدَوَات
toolkit,عُلْبَةُ أَدَوَات
track down,تَعَقُّبُ مَسَار
training package,بَرْمَجِيَّةٌ تَعْلِيمِيَّة
transducer,مُحَوْصِلٌ
transfer,نَقْل
transfer rate,سُرْعَةُ النَّقْل
translation,تَرْجَمَةٌ
translator,مُتَرْجِم
transmission,إِرْسَال
transmission control protocol/ internet protocol (TCP/IP),بُرُوتُوكُول التَّحَكُّمِ فِي الإرْسَال / بُرُوتُوكُول إنْتِرْنِيت (تي سي بي/آي بي)
transmission control protocol (TCP),بُرُوتُوكُول التَّحَكُّمِ فِي الإرْسَال
transmission error,غَلَطٌ فِي إِرْسَال
tree-like structure,بِنْيَةٌ شَجَرِيَّة
trip,أَطْلَقَ
trivial file transfer protocol  (TFTP),برُوتوكول مُبَسَّط لِنَقْلِ الْمِلَفَّات
troubleshooting,مُسَاعَفَة
truncation,بَتْر
turnover speed,سُرْعَةُ الدَّوَرَان
two-way sort,فَرْزٌ عَلَى حَقلَيْن
type,رَقَنَ
type font,طَقم الْمَحَارِف
type style,نَوْع الْمِحْرَف
under construction,قَيْد الْبِنَاء
underline,سَطَّرَ
undetected,غَيْرُ مُسْتَكْشَف
undo,إِلْغَاء
unformatted disk,قُرْصٌ غَيْرُ مُشَوْكَل
unicode,يونيكُود
uniform resource locator (URL),مُمَوْقِعُ المَوَارِدِ المُتَجَانس
uninstall,إِزَالَة
universal naming convention,اتِّفَاقِيَّةٌ عَامَّةٌ للتَّسْمِيَّة
unjustified text,نَصٌّ غَيْرُ مُرَضَّن
unlock,حَلّ الإزْلاج
unpack,تَفْكِيك
unprotected,غَيْرُ مَحْمِيّ
unzip,تَفْكِيك
update file,مِلَفّ التَّحيين
update journal,دَفْتَرُ التَّحْيِينَات
updating,تَحْيِين
upgrading,تَرْقِيَة
upper case,حَرْفٌ كَبِير
usenet,شَبَكَةُ اسْتِعْمَال
user,مُسْتَعْمِل
user datagram protocol (UDP),بُرُوتُوكُول جُزْئِيَّاتِ الْمُعْطَيَات
user-friendly,سَهْلَةُ الاسْتِعْمَال
user guide,دَلِيلُ مُسْتَعْمِل
user interface,وَجِيهَةُ مُسْتَعْمِل
user profile,جَانِبِيَّةُ مُسْتَعْمِل
user program,بَرنَامَجُ مُسْتَعْمِل
utility,نَفْعِيَّة
valid,صَحِيح
validation,اسْتِصْحَاح
validity check,مُرَاقَبَةُ الصِّحَّة
version,إصْدَار
version number,رَقْمُ الصِّيغَة
vertical scrollbar,شَرِيطُ تَمْرِير عَمُودِيّ
videotex,فيديوتكس
view,رَأَّى
virtual reality,وَاقِعٌ افْتِرَاضِيّ
virtual reality modeling language (VRML),لُغَةُ نَمْذَجَةِ الْوَاقِعِ الافْتِرَاضِيّ
virtual unit,وَحْدَةٌ افْتِرَاضِيَّة
virus,فَيْرُوس
virus companion,فَيْرُوسٌ مُصَاحِب
virus scanner,كَاشِفُ الْفيرُوسَات
voice,صَوْتٌ
voice recognition,تَعَرُّفٌ على الأَصْوَات
voice type,صِنْفُ الصَّوْت
voice type,مُوَلِّفُ الْكَلام
volatile storage,ذَاكِرَة مُتَطَايِرَة
warning,تَنْبِيه
web,ويب
web manager,مُدَبِّر الْوِيب
white pages,صَفَحَاتٌ بَيْضَاء
wide area network (WAN),طَرِيقٌ سَيَّارٌ لِلْمَعْلُومَات
width,عَرْض
windowing,مَنْفَذَة
winsocks,مَقَابِسُ وِندُوز
wiper,مُنْزَلِقَة
wireless application protocol (WAP),بُرُوتُوكُول تَطْبِيقَات لاسِلْكِيَّة
wire printer,طَابِعَةٌ إبَرِيَّة
wiring,تَسْلِيك
wizard,مُسَاعِد
word,كَلِمَة
word length,طُولُ الْكَلِمَة
word processing software,بَرْمَجِيَّةُ مُعَالَجَةِ النُّصُوص
word processor,مُعَالِجُ النُّصُوص
workgroup,فَرِيقُ عَمَل
working,اشْتِغَال
working storage,ذَاكِرَةُ الْعَمَل
work station,مَحَطَّةُ عَمَل
world wide web (WWW),شَبَكَةُ الإنْتِرْنِيت (النسيج العالمي العنكبوتي)
write,كِتَابَة
write instruction,تَعْلِيمَةُ الْكِتَابَة
write lock,رَتْجُ كِتَابَة
write only,كِتَابَةٌ فَقَط
write protection,حِمَايةٌ مِنَ الْكِتَابَة
yellow book,كِتَابٌ أصْفَر
yellow pages,صَفَحَاتٌ صَفرَاء
zero,صِفْر
zero page,صَفْحَةُ الصِّفْر
zip,كَبْس
zoom,زُوم
